description,class,grouped_class
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""سباع"" (الكتلتان : 352أ و353).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""غورد الروني"" (الكتلة : 401ب).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""سيف فطيمة غربا"" (الكتلة : 402ب).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""بئر بركين"" (الكتلة : 404ب).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""العريشة التحتانية"" (الكتلة : 407).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""حاسي مطماط"" (الكتلتان : 416 و417).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""مزايد"" (الكتلتان : 438 و417ب).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""زيرارة"" (الكتلتان : 318 و425).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة "" قرارة"" (الكتل : 418 و419 و420).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""محيقن"" (الكتل : 421 و350 و434).",المناجم,الموارد الطبيعية والطاقة
"يتضمن منح رخصة للبحث عن المحروقات للشركة الوطنية سوناطراك في المساحة المسماة ""قارة البويب"" (الكتلة : 426ب).",المناجم,الموارد الطبيعية والطاقة
"يتضمن الموافقة على بروتوكول اتفاق يتعلق بإنشاء الشركة الإقتصادية المختلطة ""فاتيا"".",المناجم,الموارد الطبيعية والطاقة
يحدد شروط منح علامات المطابقة للمواصفات الجزائرية وسحبها وإجراءات ذلك.,المناجم,الموارد الطبيعية والطاقة
يتضمن تحويل مقر المعهد الوطني للصناعات الغذائية.,المناجم,الموارد الطبيعية والطاقة
يحدد صلاحيات وزير الصناعة والمناجم.,المناجم,الموارد الطبيعية والطاقة
يتضمن تنظيم الإدارة المركزية في وزارة الصناعة والمناجم.,المناجم,الموارد الطبيعية والطاقة
يتضمن إنشاء مفتشية عامة في وزارة الصناعة والمناجم وضبط مهامها وتنظيمها وعملها.,المناجم,الموارد الطبيعية والطاقة
يتضمن تحديد مصالح ومكاتب مديرية المناجم والصناعة في الولاية.,المناجم,الموارد الطبيعية والطاقة
"يعدل ويتمم القانون رقم 86-14 المؤرخ في 9 غشت سنة 1986, المتعلق بأنشطة التنقيب والبحث عن المحروقات وإستغلالها ونقلها بالأنابيب.",المناجم,الموارد الطبيعية والطاقة
يتعلق بالنظام الوطني للقياسة.,المناجم,الموارد الطبيعية والطاقة
يتعلق بالمراقبة وفحص المطابقة لآلات القياس.,المناجم,الموارد الطبيعية والطاقة
يحدد فئات الموظفين والأعوان المخول لهم إثبات المخالفات للقانون المتضمن النظام الوطني القانوني للقياسة.,المناجم,الموارد الطبيعية والطاقة
يتضمن انتخاب ممثلي الموظفين وتعيين ممثلي الادارة لدى اللجان المتساوية الأعضاء المتخصصة ببعض أسلاك موظفي الديوان الوطني للقياسة القانونية.,المناجم,الموارد الطبيعية والطاقة
يتضمن إنشاء ديوان وطني للبحث الجيولوجي والمنجمي.,المناجم,الموارد الطبيعية والطاقة
"يتعلق بمنح رخصة لإستغلال مقلع الرخام بترافيرتين ""مليانة"" (عين الدفلى).",المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة لإستغلال مقلع الرخام (قالمة).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة لإستغلال مقلع الرخام بفلفلة (سكيكدة).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة لإستغلال مقلع الرخام بالكريمية (الشلف).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة لإستغلال محجر الرخام بمقلع (تيزي وزو).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة للبحث على معدن التنغستين والقصدير في الهقار الأوسط.,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة للبحث المنهجي على هضاب تراراس (تلمسان).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة للبحث عن معدن الحديد في ناحية جبل هلال وجبل عنيني (سطيف وبرج بوعريريج).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة للبحث عن معدن الرصاص والزنك في ناحية العابد (تلمسان).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة للبحث عن معدن الذهب في ناحية تين زكري ايكيندوكر (الهقار).,المناجم,الموارد الطبيعية والطاقة
يتعلق بمنح رخصة للبحث عن منجم الأحجار الزخرفية في الشمال الشرقي من التراب الوطني.,المناجم,الموارد الطبيعية والطاقة
